game_id,season,week,home_team,away_team,Spread Prediction,home_team_spread_line,edge_spread,Spread Bet,Total Prediction,total_line,edge_total,Total Bet,id,home_points,away_points,Spread Bet Result,Total Bet Result,Spread Result,Total Result
401762469,2025,4,Army,North Texas,-14.3945717335912,2.5,-11.8945717335912,Away,50.399218943688155,51.0,-0.6007810563118454,No Bet,401762469,38.0,45.0,Win,No Bet,-7.0,83.0
401762470,2025,4,South Florida,South Carolina State,14.526789415906638,-36.0,-21.47321058409336,Away,46.774162453621656,56.5,-9.725837546378344,Under,401762470,63.0,14.0,Loss,Loss,49.0,77.0
401752715,2025,4,Tennessee,UAB,19.008511415345524,-39.0,-19.991488584654476,Away,55.848024874226326,68.5,-12.651975125773674,Under,401752715,56.0,24.0,Win,Loss,32.0,80.0
401762822,2025,4,Central Michigan,Wagner,6.782976330121777,-29.0,-22.217023669878223,Away,43.014433813075286,47.0,-3.9855661869247143,No Bet,401762822,49.0,10.0,Loss,No Bet,39.0,59.0
401752841,2025,4,Oregon,Oregon State,22.549811034721905,-34.0,-11.450188965278098,Away,49.73686690527951,58.0,-8.263133094720487,Under,401752841,41.0,7.0,Push,Win,34.0,48.0
401752711,2025,4,Ole Miss,Tulane,18.93375197418876,-12.5,6.433751974188759,Home,60.36710178396325,61.5,-1.1328982160367502,No Bet,401752711,45.0,10.0,Win,No Bet,35.0,55.0
401752714,2025,4,Oklahoma,Auburn,12.31598080444742,-6.5,5.81598080444742,Home,53.80894710984132,47.5,6.30894710984132,Over,401752714,24.0,17.0,Win,Loss,7.0,41.0
401752846,2025,4,Nebraska,Michigan,8.503759797040834,-1.0,7.503759797040834,Home,56.72996057446718,47.5,9.229960574467178,Over,401752846,27.0,30.0,Loss,Win,-3.0,57.0
401752848,2025,4,Notre Dame,Purdue,4.136050956107271,-24.5,-20.36394904389273,Away,63.36740669992479,51.5,11.867406699924793,Over,401752848,56.0,30.0,Loss,Win,26.0,86.0
401754541,2025,4,Florida State,Kent State,25.993627649215043,-45.0,-19.006372350784957,Away,43.218306113082384,56.0,-12.781693886917616,Under,401754541,66.0,10.0,Loss,Loss,56.0,76.0
401754640,2025,4,UCF,North Carolina,16.056762664946298,-7.0,9.056762664946298,Home,52.65531739995918,47.0,5.655317399959181,Over,401754640,34.0,9.0,Win,Loss,25.0,43.0
401757169,2025,4,UConn,Ball State,25.040864757655584,-21.5,3.5408647576555836,Home,58.861220018354594,54.0,4.861220018354594,No Bet,401757169,31.0,25.0,Loss,No Bet,6.0,56.0
401757262,2025,4,Liberty,James Madison,2.3899333352988057,7.5,9.889933335298808,Home,48.09197224079047,47.0,1.0919722407904686,No Bet,401757262,13.0,31.0,Loss,No Bet,-18.0,44.0
401761610,2025,4,Eastern Michigan,Louisiana,-1.4392919860581808,2.5,1.0607080139418192,Home,61.5063957804699,51.0,10.506395780469902,Over,401761610,34.0,31.0,Win,Win,3.0,65.0
401761613,2025,4,Buffalo,Troy,8.047594648598851,-5.5,2.547594648598851,Home,46.51481894615396,44.0,2.5148189461539587,No Bet,401761613,17.0,21.0,Loss,No Bet,-4.0,38.0
401762820,2025,4,Western Michigan,Toledo,-14.048453914970828,13.0,-1.0484539149708283,Away,53.80518431488384,48.5,5.305184314883839,Over,401762820,14.0,13.0,Loss,Loss,1.0,27.0
401762823,2025,4,Ohio,Gardner-Webb,23.098561533771985,-30.5,-7.401438466228015,Away,48.51759236787522,55.0,-6.482407632124783,Under,401762823,52.0,35.0,Win,Loss,17.0,87.0
401754538,2025,4,Duke,NC State,-2.2728135624971344,-3.0,-5.272813562497134,Away,60.73948540215536,57.0,3.73948540215536,No Bet,401754538,45.0,33.0,Loss,No Bet,12.0,78.0
401752712,2025,4,Mississippi State,Northern Illinois,16.212709454159825,-24.0,-7.787290545840175,Away,45.884475670388305,48.0,-2.115524329611695,No Bet,401752712,38.0,10.0,Loss,No Bet,28.0,48.0
401754542,2025,4,Georgia Tech,Temple,7.160236641355436,-24.5,-17.339763358644564,Away,60.573092726931925,53.5,7.073092726931925,Over,401754542,45.0,24.0,Win,Win,21.0,69.0
401760375,2025,4,San José State,Idaho,-9.256069306970232,-14.5,-23.756069306970232,Away,47.64808148364827,51.5,-3.851918516351723,No Bet,401760375,31.0,28.0,Win,No Bet,3.0,59.0
401756899,2025,4,Kansas,West Virginia,9.547182551637704,-12.5,-2.952817448362296,Away,51.60391422331663,54.0,-2.396085776683371,No Bet,401756899,41.0,10.0,Loss,No Bet,31.0,51.0
401757259,2025,4,Florida International,Delaware,3.8267139387978855,-4.0,-0.1732860612021145,Away,61.183709152597416,55.5,5.683709152597416,Over,401757259,16.0,38.0,Win,Loss,-22.0,54.0
401757261,2025,4,Kennesaw State,Arkansas State,9.624234604354406,4.5,14.124234604354406,Home,53.868981015326355,58.0,-4.131018984673645,No Bet,401757261,28.0,21.0,Win,No Bet,7.0,49.0
401762821,2025,4,Akron,Duquesne,7.03629568984299,-10.5,-3.46370431015701,Away,39.668896848199395,51.0,-11.331103151800605,Under,401762821,51.0,7.0,Loss,Loss,44.0,58.0
401752713,2025,4,Missouri,South Carolina,23.45357325547798,-10.0,13.45357325547798,Home,57.83923024173193,48.5,9.339230241731933,Over,401752713,29.0,20.0,Loss,Win,9.0,49.0
401757260,2025,4,Jacksonville State,Murray State,13.891527591130728,-35.5,-21.608472408869275,Away,55.34833088794292,60.5,-5.151669112057078,Under,401757260,45.0,10.0,Win,Win,35.0,55.0
401757264,2025,4,Middle Tennessee,Marshall,-0.2889803981199295,2.5,2.2110196018800705,Home,39.53368289802224,46.5,-6.966317101977758,Under,401757264,28.0,42.0,Loss,Loss,-14.0,70.0
401757265,2025,4,Missouri State,UT Martin,3.311981071172569,-14.0,-10.688018928827432,Away,53.46700639260642,55.5,-2.0329936073935784,No Bet,401757265,42.0,10.0,Loss,No Bet,32.0,52.0
401757268,2025,4,Western Kentucky,Nevada,16.384072426432876,-7.5,8.884072426432876,Home,57.04918295017216,54.5,2.5491829501721597,No Bet,401757268,31.0,16.0,Win,No Bet,15.0,47.0
401760372,2025,4,Air Force,Boise State,4.547847746803204,11.0,15.547847746803203,Home,63.24926649933046,52.0,11.24926649933046,Over,401760372,37.0,49.0,Loss,Win,-12.0,86.0
401761609,2025,4,Georgia Southern,Maine,9.53336325584635,-22.0,-12.46663674415365,Away,54.62423736077466,57.5,-2.875762639225343,No Bet,401761609,45.0,17.0,Loss,No Bet,28.0,62.0
401761611,2025,4,South Alabama,Coastal Carolina,12.553528709198917,-15.0,-2.4464712908010835,Away,58.440427461842944,51.5,6.940427461842944,Over,401761611,20.0,38.0,Win,Win,-18.0,58.0
401752709,2025,4,Miami,Florida,6.136177730426217,-8.5,-2.3638222695737827,Away,53.582178272145526,51.0,2.5821782721455264,No Bet,401752709,26.0,7.0,Loss,No Bet,19.0,33.0
401752716,2025,4,Vanderbilt,Georgia State,25.661958309144293,-28.0,-2.3380416908557073,Away,52.45892878762876,53.5,-1.041071212371243,No Bet,401752716,70.0,21.0,Loss,No Bet,49.0,91.0
401752842,2025,4,Washington State,Washington,-13.855523287198302,21.0,7.144476712801698,Home,48.58462722522207,52.0,-3.415372774777929,No Bet,401752842,24.0,59.0,Loss,No Bet,-35.0,83.0
401752843,2025,4,Indiana,Illinois,4.874973261626005,-6.5,-1.625026738373995,Away,51.111338114006095,51.0,0.1113381140060951,No Bet,401752843,63.0,10.0,Loss,No Bet,53.0,73.0
401754539,2025,4,Virginia,Stanford,16.9879389324491,-15.5,1.4879389324491008,Home,47.9310358322188,48.5,-0.5689641677812034,No Bet,401754539,48.0,20.0,Win,No Bet,28.0,68.0
401756896,2025,4,Baylor,Arizona State,-2.173460880742791,-3.0,-5.173460880742791,Away,62.7851269481491,60.5,2.285126948149099,No Bet,401756896,24.0,27.0,Win,No Bet,-3.0,51.0
401756898,2025,4,East Carolina,BYU,1.3906166487563023,6.5,7.8906166487563025,Home,48.74178946816731,50.0,-1.2582105318326882,No Bet,401756898,13.0,34.0,Loss,No Bet,-21.0,47.0
401757263,2025,4,Louisiana Tech,Southern Miss,8.136221923935047,-3.0,5.136221923935047,Home,53.472532259885256,51.5,1.9725322598852555,No Bet,401757263,30.0,20.0,Win,No Bet,10.0,50.0
401752710,2025,4,LSU,SE Louisiana,16.430856700444288,-49.0,-32.56914329955571,Away,43.58888411283719,60.0,-16.411115887162808,Under,401752710,56.0,10.0,Win,Loss,46.0,66.0
401752723,2025,4,Texas,Sam Houston,19.12117572839375,-39.5,-20.37882427160625,Away,49.277846186193315,51.5,-2.2221538138066848,No Bet,401752723,55.0,0.0,Loss,No Bet,55.0,55.0
401760377,2025,4,Utah State,McNeese,18.111449273597906,-23.5,-5.388550726402098,Away,48.780017580433054,63.0,-14.219982419566946,Under,401760377,48.0,7.0,Loss,Win,41.0,55.0
401761612,2025,4,Texas State,Nicholls,16.146752634104416,-32.5,-16.353247365895584,Away,71.4082073195034,57.0,14.408207319503404,Over,401761612,35.0,3.0,Win,Loss,32.0,38.0
401757267,2025,4,UTEP,UL Monroe,16.24323631911984,-5.0,11.24323631911984,Home,48.78953271024267,47.0,1.7895327102426677,No Bet,401757267,25.0,31.0,Loss,No Bet,-6.0,56.0
401760373,2025,4,Colorado State,UTSA,2.677829357419534,5.0,7.677829357419534,Home,49.2481543085795,58.5,-9.2518456914205,Under,401760373,16.0,17.0,Win,Win,-1.0,33.0
401756897,2025,4,Colorado,Wyoming,4.098582662220902,-12.0,-7.901417337779098,Away,52.63044972800616,46.0,6.6304497280061625,Over,401756897,37.0,20.0,Loss,Win,17.0,57.0
401754540,2025,4,San Diego State,California,-6.547912089717283,14.0,7.452087910282717,Home,42.84710248978034,47.0,-4.15289751021966,No Bet,401754540,34.0,0.0,Win,No Bet,34.0,34.0
401752847,2025,4,USC,Michigan State,21.136939740756215,-18.5,2.6369397407562154,Home,59.743122796291075,55.5,4.243122796291075,No Bet,401752847,45.0,31.0,Loss,No Bet,14.0,76.0
401760374,2025,4,Hawai'i,Fresno State,-10.832574627183842,2.5,-8.332574627183842,Away,58.488044886388984,47.0,11.488044886388984,Over,401760374,21.0,23.0,Loss,Loss,-2.0,44.0
