,rating,hdi_lower,hdi_upper
Temple,10.684170147154434,-4.688802216254434,33.67063077672357
San Diego State,10.68039160074126,-4.746245344776431,33.73777659861484
TCU,10.654845674516595,-4.633171430632565,33.508095232822875
Syracuse,10.647694391043798,-4.716388734505194,33.7550622940501
Sam Houston,10.644042918217258,-4.6741788413458005,33.68861978203844
SMU,10.628022590786067,-4.823393008559757,33.77528652815513
Rutgers,10.593891508644669,-4.740045000083618,33.67668009966466
Penn State,10.578310733556538,-4.60416295888386,33.667148753482174
Oregon State,10.572918939083905,-4.720308884941691,33.742730260399206
Pittsburgh,10.569374929118705,-4.761563765103167,33.603265953534816
Oregon,10.564779339813,-4.497844980788622,33.85964767246347
Rice,10.555732861128396,-4.7409975261625075,33.71843854047155
Purdue,10.54898443438663,-4.775420987611734,33.31186801658743
Ole Miss,10.545984487646262,-4.687608497543639,33.79879621873458
Old Dominion,10.522248103290519,-4.648467788631993,33.92768342174005
Oklahoma State,10.437033725115963,-4.805301690610787,33.648402058556776
Oklahoma,10.386115578810083,-4.799107148209868,33.85174994665829
Ohio State,10.321208472980496,-4.809945330632893,33.49468063664563
Ohio,10.240952974706133,-4.753605249350955,33.44586922504111
Notre Dame,10.148739507779823,-4.915760570346316,33.37460621119262
Northwestern,9.980889879065867,-5.074210302079306,33.23132858228792
Northern Illinois,9.836085082721901,-4.991989944324421,32.69979843813678
North Texas,9.719089435120692,-5.014826911196902,33.251092775127425
North Carolina,9.530364704778211,-5.13707869281826,32.7246419920214
New Mexico State,9.395463111424153,-5.612167615513768,32.64297749033276
New Mexico,9.245418112893352,-5.610208431870835,32.29740753789679
Nevada,9.067325986581759,-5.626259868244557,31.968167476224234
Nebraska,8.880316473017697,-5.937081542985798,31.728292170510784
Navy,8.696428861686337,-5.934014626791166,31.39789488492871
NC State,8.549849679520968,-6.319321888036073,31.255330906064245
Missouri State,8.363063007775887,-6.3095525416551945,31.183197821721865
Missouri,8.211513609732016,-6.356902493837503,31.080370176116382
Mississippi State,8.063275206045784,-6.4922268743936735,30.7347755970517
Minnesota,7.89670446598317,-6.609417246183999,30.395099549412635
Middle Tennessee,7.746552821731813,-6.748033104810408,30.383948987679254
Michigan State,7.561641916886314,-6.872932645616971,29.87988341874234
Michigan,7.414416107054928,-7.168852383809895,29.969395689608202
Miami (OH),7.246153689787774,-7.266715128382683,29.566482564403564
Miami,7.045643370633345,-7.390023328834054,29.185701965683307
Memphis,6.819862229439786,-7.676198240033935,29.09094639095928
Massachusetts,6.597426390079286,-7.7558822235108575,28.924561767771525
Maryland,6.384681697922438,-8.04394803931847,28.591610428035825
Marshall,6.196486883979187,-8.262854300764303,28.079753785009977
Louisville,6.022058000488361,-8.33748144763543,28.232224680002467
Louisiana Tech,5.838153840807518,-8.368054880075421,28.48178695036689
Louisiana,5.679408876518608,-8.426417056524159,28.21083967239563
Liberty,5.5182577110372515,-8.835618382539032,27.93825998047973
LSU,5.356997392769845,-8.82114330388925,27.639251669770225
Kentucky,5.20328436096569,-8.886258690740991,27.677563701143583
Kent State,5.027015922686695,-8.902950117019332,27.49528134594294
Kennesaw State,4.883204267187961,-9.028324137590955,27.405155607842786
Kansas State,4.755787311561671,-9.251692150068921,27.222003614082187
Kansas,4.584634808933445,-9.51412354506408,26.983096447386707
James Madison,4.440934698017671,-9.590185133591218,26.28069917436233
Jacksonville State,4.30130102165773,-9.659170724488968,26.4309659507743
Iowa State,4.157255270403727,-9.904983957405106,26.497514779603343
Iowa,3.996620556531303,-9.956500235262684,26.11462119660881
Indiana,3.8601786516178267,-10.081828994848097,25.821772616909996
Illinois,3.705204044484688,-10.09525948380258,25.626769960754597
Houston,3.5253745697482652,-10.137098072843209,26.05615658571426
Hawai'i,3.3917525902457832,-10.285887846490608,25.6713661064173
Georgia Tech,3.2608687301008703,-10.396783591207887,25.564817793119982
Georgia State,3.128120998839955,-10.696695759299194,25.49451631743311
Georgia Southern,3.011546326080636,-10.744948609860794,25.14582116284057
Georgia,2.908844823126463,-10.974092131938686,24.797560395930972
Fresno State,2.8007669173519694,-10.921187377934558,25.351928447154602
Florida State,2.67616064068742,-11.104912728035439,25.030416642782544
Florida International,2.563162189566679,-11.15770738488139,25.115953236057887
Florida Atlantic,2.465568184588304,-11.3293703945741,24.811390986221333
Florida,2.335804179036077,-11.27979760226379,24.58099705852773
Eastern Michigan,2.2382923118218794,-11.287733088007588,24.095270436812346
Arizona,2.088167809480589,-11.559310451912943,24.09377372348864
Arizona State,2.0849379002240247,-11.425573661016328,24.24080741136406
East Carolina,2.0756963271720683,-11.536443159871084,24.185727844670197
App State,2.061291473144132,-11.61585604751208,24.310883584694967
Akron,2.048580993365881,-11.439280601664157,23.63912901133403
Air Force,2.0463192564665063,-11.438814090446414,24.068454989898676
Alabama,2.035969351176209,-11.453969635082348,24.272647752264966
Arkansas,2.02259507112907,-11.811883224526783,24.19967923068082
Arkansas State,1.9974426273389363,-11.557217631194078,24.577071987361826
Army,1.9809693529697066,-11.588527160836726,24.504426851016316
Duke,1.97282972059004,-11.660522669517118,24.382699295016238
Auburn,1.9516467654632654,-11.503113620394032,24.451500721293808
BYU,1.9120582185929145,-11.576069536610534,24.485204038024794
Ball State,1.8636745821344212,-11.715400639585694,24.36574098653977
Delaware,1.8525812239744637,-11.8081562855703,24.02548309333073
Baylor,1.837776361188056,-11.595835227817599,24.558899950102045
Boise State,1.822856418134873,-11.31690201364183,24.610140831438134
Boston College,1.8007532965358548,-11.509299962884835,24.45509213137075
Colorado State,1.782202710138224,-11.765020672454405,23.78615258748569
Bowling Green,1.7457507977480136,-11.558321053538704,24.562863748633067
Colorado,1.7326622871044455,-11.716537399160194,23.725160202511553
Central Michigan,1.716986428149275,-11.651306984859456,24.243515883859075
Buffalo,1.709112314501189,-11.557847813186717,24.522007310476145
California,1.7061730338609367,-11.646906353396442,24.332249709461152
Coastal Carolina,1.704044789354586,-11.79360019919673,23.864520725073373
Charlotte,1.6784411486686168,-11.525417722768665,23.858746045156263
Clemson,1.6739073378946954,-11.702207745334622,24.10977183306925
Cincinnati,1.6738038607756316,-11.676226869194187,24.195870246353135
