,rating,hdi_lower,hdi_upper
Kansas State,-4.314817554852833,-37.825914528588854,11.635659886768682
Kentucky,-4.316555648171985,-37.77697404979294,11.731666296760872
Maryland,-4.316592599316279,-37.807823446361795,11.936116068565171
Texas A&M,-4.316634215892073,-37.903994576604894,12.542283463106589
Marshall,-4.317471250833886,-37.918290070383826,11.977153961534217
Memphis,-4.318264446625722,-37.733171973700166,12.007731240761634
Kansas,-4.318864121892951,-37.94064239913151,11.710620419446485
Miami,-4.320074929657954,-37.578286149854634,11.878911575585064
Kennesaw State,-4.321034857460956,-37.83454105088243,11.551642442237842
Troy,-4.32149747160133,-38.02345646616252,12.394090747026048
Massachusetts,-4.322907476405389,-37.721189230645436,11.981355029169286
Louisiana Tech,-4.324687945481627,-37.84352209361172,11.951021471646158
Texas Tech,-4.325046716698783,-37.992810264715885,12.389405133634982
Texas State,-4.325810544302957,-37.98632403530909,12.425906463655615
Indiana,-4.326213702872269,-37.735193336118705,11.54998560682814
Louisville,-4.326783318447719,-38.03712484034851,11.944778351375344
Toledo,-4.326800146318001,-37.96554188715434,12.409790353601371
James Madison,-4.327680755575699,-37.961333952626184,11.52391519931961
UCLA,-4.327788027884976,-37.87209739821862,12.718702619826141
Tulsa,-4.329235329451491,-38.02277505771157,12.432057652565259
Iowa State,-4.3309573605879415,-37.74368233927006,11.57539977103232
UConn,-4.3310851046422,-37.8401639081041,12.710651180328849
UAB,-4.331471009328731,-37.828852154565496,12.587273210696111
UCF,-4.33172723885568,-37.87237719472216,12.706122517333192
Jacksonville State,-4.331971334576482,-37.796734281766845,11.484544645674687
UTEP,-4.333343625162186,-38.069508504511795,12.6923525215856
Iowa,-4.333994418582916,-37.855837630124,11.495052884279042
Louisiana,-4.334045291410795,-37.86020755317795,11.871736299263546
UTSA,-4.334415600303015,-38.05570062705323,12.679255087653333
LSU,-4.334898165169042,-37.70628726224366,11.787923611324638
Vanderbilt,-4.335148779189336,-38.16629717098562,12.565894506829203
Utah,-4.335388755423284,-37.99441299958463,12.733479088004994
Liberty,-4.335706718439327,-37.73630296734903,11.779829421138752
Virginia,-4.335788914911864,-38.11285371288693,12.667412688393611
USC,-4.3362841930894955,-37.841685700500086,12.68418139180485
Utah State,-4.336333408799109,-38.04293792957096,12.638324990796503
UL Monroe,-4.336575974114159,-37.94168334855818,12.757982096003028
Illinois,-4.337097288728023,-37.83216495570153,11.456461819977168
UNLV,-4.337879389730523,-37.85358913535528,12.711425799875196
Western Kentucky,-4.343017454609623,-38.36565821385555,12.442584466000776
Wyoming,-4.3454558634974845,-38.375479270115854,12.80203892456039
Washington,-4.345569174831273,-38.120888635037396,12.470638242725457
Houston,-4.345821080121777,-37.79414864111546,11.308447326509329
Virginia Tech,-4.34690933569337,-38.231166989708946,12.59911505862714
Georgia Tech,-4.348318741861993,-37.72328916939126,11.564580853927499
Wake Forest,-4.348507865002258,-38.16911428704746,12.637444271968246
Washington State,-4.351634646206649,-38.21154036680787,12.482473903909229
Hawai'i,-4.351697073230495,-37.69040923620974,11.61456175001763
Western Michigan,-4.3519909989419885,-38.31441004517501,12.622768972278376
West Virginia,-4.3534863223112055,-38.29662739280452,12.389222543478846
Wisconsin,-4.356093652527617,-38.35065916361661,12.632879326712308
Georgia State,-4.357198176097506,-37.646141145847565,11.551743195949307
Georgia Southern,-4.364825472122007,-37.66498488862926,11.470875369907192
Florida International,-4.376227386090889,-37.60235803008828,11.468113740604041
Fresno State,-4.377516213639114,-37.69666260180092,11.41343189698284
Georgia,-4.37753530050435,-37.683747526365806,11.441029449927948
Florida State,-4.379075047066356,-37.53130800714385,11.414078985830393
Florida Atlantic,-4.382493126183375,-37.6496911080486,11.447317072529342
Eastern Michigan,-4.38678774159474,-37.731385658189744,11.372003478281176
East Carolina,-4.38965508625589,-37.77237111511648,11.241216033521626
Duke,-4.3909286335576185,-37.58576694840332,11.139772719298326
Cincinnati,-4.396101098176814,-37.45186023846929,11.029878461126776
Colorado State,-4.3984708557361625,-37.515642107710164,11.088304372784734
Charlotte,-4.3986485317348905,-37.395960038311664,11.18688099682515
Florida,-4.398980953367827,-37.64624797779124,11.41273700559211
Clemson,-4.399365292989288,-37.414183015823816,11.055285062705487
Boise State,-4.403885270410075,-37.38082972736494,10.735951795905324
Coastal Carolina,-4.405180086640051,-37.40100519929346,11.104920016514592
Colorado,-4.405270390745257,-37.5538020236504,11.141616831409989
Central Michigan,-4.4053008010036745,-37.35002109822814,11.126144627507749
Boston College,-4.406578582125744,-37.48988218310808,10.968011433000388
Buffalo,-4.409176304293286,-37.595939547480356,11.342903001545332
California,-4.409729457959005,-37.490290761295114,11.24180996237342
Bowling Green,-4.413331970432973,-37.47395522728557,10.991674477968147
Air Force,-4.414337651430203,-37.448107304684214,10.800738759065645
Ball State,-4.416193411656698,-37.27241551167913,10.690961941337726
Baylor,-4.418139136705858,-37.232498994481325,10.703421903185838
Akron,-4.4245297383044635,-37.480087494203474,10.825382593544482
BYU,-4.426412346561427,-37.2944445991524,10.706146501150247
App State,-4.42749379187591,-37.69972785576553,11.02706961947143
Alabama,-4.428564434927483,-37.573286249963594,10.865968463338069
Auburn,-4.430860519304363,-37.20656593062648,10.779992085129676
Arizona,-4.430924509427582,-37.49803845648153,10.763452607385755
Arkansas,-4.433060813080044,-37.39463573345086,10.746817535019431
Arizona State,-4.434654291750482,-37.51756778021899,10.785023324867835
Army,-4.43649506741911,-37.478615382693064,10.701891695958054
Arkansas State,-4.438508338551829,-37.629745135571156,10.833927493172178
