,rating,hdi_lower,hdi_upper
Troy,-1.220967561070052,-18.76040812707508,9.022360553528381
Minnesota,-1.2228322818254722,-18.64689547109148,8.689468735728221
UConn,-1.2232469709919431,-18.350356169232704,9.061869158221585
UL Monroe,-1.2234422249341323,-18.430171869559985,9.158665491963337
UTEP,-1.227314653598914,-18.453037818810103,9.403065356165634
USC,-1.2278172277444248,-18.32103060368154,9.33996054008459
UNLV,-1.2325892674899102,-18.3551313944574,9.190180711009678
UTSA,-1.2347558116191955,-18.29210884659528,9.392913019711806
Utah,-1.2377927255652985,-18.342159203962616,9.156501985148092
Virginia,-1.2443163368156414,-18.472529757566832,9.158462521400729
Virginia Tech,-1.2446466957301592,-18.562897961932972,9.189210641100013
Vanderbilt,-1.2467297547157508,-18.494165028241664,9.261235835187538
Utah State,-1.246843399382646,-18.610207515080702,9.15273011452768
Wake Forest,-1.254423017942154,-18.427091131024426,9.190955581526845
Washington,-1.2621408562353718,-18.288964914088535,9.175044492938138
Western Kentucky,-1.2653523721812423,-18.52575906322777,9.425647576737681
Washington State,-1.266048189385496,-18.504688234187856,9.324552548054529
West Virginia,-1.266484775205749,-18.51034466667904,9.363969364279912
Western Michigan,-1.270320509278132,-18.518834203153727,9.152631785923766
Wyoming,-1.272459585428377,-18.522175306222266,9.18350023310059
Wisconsin,-1.2784090112392426,-18.543026670479986,9.07238606130827
